page,x,y,kind,text
32,424,667,session,"E"
32,424,643,session,"E"
32,424,619,session,"E"
32,424,594,session,"E"
32,424,570,session,"E"
32,424,546,session,"E"
32,424,522,session,"E"
32,424,497,session,"E"
32,424,473,session,"E"
32,424,449,session,"E"
32,424,425,session,"E"
32,424,400,session,"E"
32,424,376,session,"E"
32,424,352,session,"E"
32,424,328,session,"E"
32,424,304,session,"E"
32,424,279,session,"E"
32,424,255,session,"E"
32,424,231,session,"E"
32,424,207,session,"E"
32,424,182,session,"E"
32,424,158,session,"E"
32,424,134,session,"E"
32,424,110,session,"E"
32,424,85,session,"E"
32,424,61,session,"E"
32,437,679,digit,"5"
32,437,667,digit,"7"
32,437,655,digit,"6"
32,437,643,digit,"2"
32,437,631,digit,"5"
32,437,619,digit,"5"
32,437,607,digit,"6"
32,437,594,digit,"9"
32,437,582,digit,"4"
32,437,570,digit,"6"
32,437,558,digit,"3"
32,437,546,digit,"8"
32,437,534,digit,"7"
32,437,522,digit,"0"
32,437,510,digit,"5"
32,437,497,digit,"6"
32,437,485,digit,"3"
32,437,473,digit,"5"
32,437,461,digit,"8"
32,437,449,digit,"7"
32,437,437,digit,"4"
32,437,425,digit,"8"
32,437,413,digit,"1"
32,437,401,digit,"6"
32,437,388,digit,"8"
32,437,376,digit,"9"
32,437,364,digit,"9"
32,437,352,digit,"4"
32,437,340,digit,"0"
32,437,328,digit,"4"
32,437,316,digit,"6"
32,437,304,digit,"0"
32,437,291,digit,"7"
32,437,279,digit,"1"
32,437,267,digit,"0"
32,437,255,digit,"9"
32,437,243,digit,"7"
32,437,231,digit,"9"
32,437,219,digit,"6"
32,437,207,digit,"4"
32,437,194,digit,"8"
32,437,182,digit,"7"
32,437,170,digit,"6"
32,437,158,digit,"2"
32,437,146,digit,"2"
32,437,134,digit,"1"
32,437,122,digit,"4"
32,437,110,digit,"2"
32,437,98,digit,"4"
32,437,85,digit,"0"
32,437,73,digit,"5"
32,437,61,digit,"7"
32,437,49,digit,"2"
32,453,679,digit,"1"
32,453,667,digit,"7"
32,453,655,digit,"2"
32,453,643,digit,"7"
32,453,631,digit,"3"
32,453,619,digit,"4"
32,453,607,digit,"8"
32,453,594,digit,"1"
32,453,582,digit,"1"
32,453,570,digit,"6"
32,453,558,digit,"8"
32,453,546,digit,"6"
32,453,534,digit,"8"
32,453,522,digit,"3"
32,453,510,digit,"7"
32,453,497,digit,"0"
32,453,485,digit,"9"
32,453,473,digit,"6"
32,453,461,digit,"5"
32,453,449,digit,"7"
32,453,437,digit,"3"
32,453,425,digit,"6"
32,453,413,digit,"5"
32,453,401,digit,"2"
32,453,388,digit,"5"
32,453,376,digit,"2"
32,453,364,digit,"7"
32,453,352,digit,"9"
32,453,340,digit,"3"
32,453,328,digit,"5"
32,453,316,digit,"6"
32,453,304,digit,"3"
32,453,291,digit,"7"
32,453,279,digit,"7"
32,453,267,digit,"3"
32,453,255,digit,"4"
32,453,243,digit,"3"
32,453,231,digit,"6"
32,453,219,digit,"4"
32,453,207,digit,"8"
32,453,194,digit,"1"
32,453,182,digit,"0"
32,453,170,digit,"1"
32,453,158,digit,"2"
32,453,146,digit,"8"
32,453,134,digit,"7"
32,453,122,digit,"8"
32,453,110,digit,"7"
32,453,98,digit,"5"
32,453,85,digit,"2"
32,453,73,digit,"5"
32,453,61,digit,"6"
32,453,49,digit,"2"
32,470,679,digit,"0"
32,470,667,digit,"1"
32,470,655,digit,"5"
32,470,643,digit,"8"
32,470,631,digit,"8"
32,470,619,digit,"0"
32,470,607,digit,"4"
32,470,594,digit,"7"
32,470,582,digit,"6"
32,470,570,digit,"7"
32,470,558,digit,"7"
32,470,546,digit,"5"
32,470,534,digit,"9"
32,470,522,digit,"0"
32,470,510,digit,"0"
32,470,497,digit,"4"
32,470,485,digit,"8"
32,470,473,digit,"7"
32,470,461,digit,"3"
32,470,449,digit,"7"
32,470,437,digit,"1"
32,470,425,digit,"2"
32,470,413,digit,"7"
32,470,401,digit,"7"
32,470,388,digit,"8"
32,470,376,digit,"0"
32,470,364,digit,"4"
32,470,352,digit,"8"
32,470,340,digit,"3"
32,470,328,digit,"7"
32,470,316,digit,"0"
32,470,304,digit,"1"
32,470,291,digit,"0"
32,470,279,digit,"9"
32,470,267,digit,"0"
32,470,255,digit,"6"
32,470,243,digit,"0"
32,470,231,digit,"6"
32,470,219,digit,"9"
32,470,207,digit,"7"
32,470,194,digit,"5"
32,470,182,digit,"8"
32,470,170,digit,"0"
32,470,158,digit,"4"
32,470,146,digit,"5"
32,470,134,digit,"4"
32,470,122,digit,"4"
32,470,110,digit,"0"
32,470,98,digit,"2"
32,470,85,digit,"4"
32,470,73,digit,"0"
32,470,61,digit,"6"
32,470,49,digit,"8"
32,486,679,digit,"4"
32,486,667,digit,"6"
32,486,655,digit,"7"
32,486,643,digit,"1"
32,486,631,digit,"3"
32,486,619,digit,"1"
32,486,607,digit,"4"
32,486,594,digit,"5"
32,486,582,digit,"4"
32,486,570,digit,"7"
32,486,558,digit,"0"
32,486,546,digit,"7"
32,486,534,digit,"9"
32,486,522,digit,"6"
32,486,510,digit,"0"
32,486,497,digit,"6"
32,486,485,digit,"2"
32,486,473,digit,"5"
32,486,461,digit,"4"
32,486,449,digit,"2"
32,486,437,digit,"6"
32,486,425,digit,"2"
32,486,413,digit,"2"
32,486,401,digit,"1"
32,486,388,digit,"4"
32,486,376,digit,"8"
32,486,364,digit,"9"
32,486,352,digit,"3"
32,486,340,digit,"1"
32,486,328,digit,"8"
32,486,316,digit,"2"
32,486,304,digit,"4"
32,486,291,digit,"4"
32,486,279,digit,"5"
32,486,267,digit,"9"
32,486,255,digit,"4"
32,486,243,digit,"2"
32,486,231,digit,"6"
32,486,219,digit,"7"
32,486,207,digit,"3"
32,486,194,digit,"3"
32,486,182,digit,"4"
32,486,170,digit,"0"
32,486,158,digit,"4"
32,486,146,digit,"8"
32,486,134,digit,"9"
32,486,122,digit,"3"
32,486,110,digit,"1"
32,486,98,digit,"9"
32,486,85,digit,"1"
32,486,73,digit,"1"
32,486,61,digit,"7"
32,486,49,digit,"5"
32,503,679,digit,"8"
32,503,667,digit,"2"
32,503,655,digit,"9"
32,503,643,digit,"2"
32,503,631,digit,"7"
32,503,619,digit,"5"
32,503,606,digit,"3"
32,503,594,digit,"8"
32,503,582,digit,"6"
32,503,570,digit,"1"
32,503,558,digit,"6"
32,503,546,digit,"6"
32,503,534,digit,"7"
32,503,522,digit,"1"
32,503,509,digit,"2"
32,503,497,digit,"3"
32,503,485,digit,"5"
32,503,473,digit,"7"
32,503,461,digit,"8"
32,503,449,digit,"5"
32,503,437,digit,"1"
32,503,425,digit,"0"
32,503,413,digit,"8"
32,503,400,digit,"0"
32,503,388,digit,"0"
32,503,376,digit,"8"
32,503,364,digit,"6"
32,503,352,digit,"5"
32,503,340,digit,"3"
32,503,328,digit,"5"
32,503,316,digit,"2"
32,503,303,digit,"4"
32,503,291,digit,"1"
32,503,279,digit,"8"
32,503,267,digit,"0"
32,503,255,digit,"4"
32,503,243,digit,"3"
32,503,231,digit,"7"
32,503,219,digit,"9"
32,503,206,digit,"5"
32,503,194,digit,"4"
32,503,182,digit,"2"
32,503,170,digit,"0"
32,503,158,digit,"9"
32,503,146,digit,"4"
32,503,134,digit,"6"
32,503,122,digit,"9"
32,503,110,digit,"1"
32,503,97,digit,"4"
32,503,85,digit,"8"
32,503,73,digit,"8"
32,503,61,digit,"2"
32,503,49,digit,"5"
33,14,679,date,"10/27/18"
33,14,667,date,"10/27/18"
33,14,655,date,"10/26/18"
33,14,643,date,"10/26/18"
33,14,631,date,"10/25/18"
33,14,619,date,"10/25/18"
33,14,607,date,"10/24/18"
33,14,594,date,"10/24/18"
33,14,582,date,"10/23/18"
33,14,570,date,"10/23/18"
33,14,558,date,"10/22/18"
33,14,546,date,"10/22/18"
33,14,534,date,"10/21/18"
33,14,522,date,"10/21/18"
33,14,510,date,"10/20/18"
33,14,497,date,"10/20/18"
33,14,485,date,"10/19/18"
33,14,473,date,"10/19/18"
33,14,461,date,"10/18/18"
33,14,449,date,"10/18/18"
33,14,437,date,"10/17/18"
33,14,425,date,"10/17/18"
33,14,413,date,"10/16/18"
33,14,401,date,"10/16/18"
33,14,388,date,"10/15/18"
33,14,376,date,"10/15/18"
33,14,364,date,"10/14/18"
33,14,352,date,"10/14/18"
33,14,340,date,"10/13/18"
33,14,328,date,"10/13/18"
33,14,316,date,"10/12/18"
33,14,304,date,"10/12/18"
33,14,291,date,"10/11/18"
33,14,279,date,"10/11/18"
33,14,267,date,"10/10/18"
33,14,255,date,"10/10/18"
33,14,243,date,"10/09/18"
33,14,231,date,"10/09/18"
33,14,219,date,"10/08/18"
33,14,207,date,"10/08/18"
33,14,194,date,"10/07/18"
33,14,182,date,"10/07/18"
33,14,170,date,"10/06/18"
33,14,158,date,"10/06/18"
33,14,146,date,"10/05/18"
33,14,134,date,"10/05/18"
33,14,122,date,"10/04/18"
33,14,110,date,"10/04/18"
33,14,98,date,"10/03/18"
33,14,85,date,"10/03/18"
33,14,73,date,"10/02/18"
33,14,61,date,"10/02/18"
33,14,49,date,"10/01/18"
33,15,728,noise,"numbers in the official record of the Florida Lottery shall be controlling."
33,15,751,date,"15-OCT-2025"
33,56,667,session,"M"
33,56,643,session,"M"
33,56,619,session,"M"
33,56,594,session,"M"
33,56,570,session,"M"
33,56,546,session,"M"
33,56,522,session,"M"
33,56,497,session,"M"
33,56,473,session,"M"
33,56,449,session,"M"
33,56,425,session,"M"
33,56,400,session,"M"
33,56,376,session,"M"
33,56,352,session,"M"
33,56,328,session,"M"
33,56,304,session,"M"
33,56,279,session,"M"
33,56,255,session,"M"
33,56,231,session,"M"
33,56,207,session,"M"
33,56,182,session,"M"
33,56,158,session,"M"
33,56,134,session,"M"
33,56,110,session,"M"
33,56,85,session,"M"
33,56,61,session,"M"
33,58,679,session,"E"
33,58,655,session,"E"
33,58,631,session,"E"
33,58,607,session,"E"
33,58,582,session,"E"
33,58,558,session,"E"
33,58,534,session,"E"
33,58,510,session,"E"
33,58,485,session,"E"
33,58,461,session,"E"
33,58,437,session,"E"
33,58,413,session,"E"
33,58,388,session,"E"
33,58,364,session,"E"
33,58,340,session,"E"
33,58,316,session,"E"
33,58,291,session,"E"
33,58,267,session,"E"
33,58,243,session,"E"
33,58,219,session,"E"
33,58,194,session,"E"
33,58,170,session,"E"
33,58,146,session,"E"
33,58,122,session,"E"
33,58,97,session,"E"
33,58,73,session,"E"
33,58,49,session,"E"
33,71,679,digit,"1"
33,71,667,digit,"7"
33,71,655,digit,"3"
33,71,643,digit,"9"
33,71,631,digit,"1"
33,71,619,digit,"6"
33,71,607,digit,"5"
33,71,594,digit,"3"
33,71,582,digit,"0"
33,71,570,digit,"6"
33,71,558,digit,"0"
33,71,546,digit,"8"
33,71,534,digit,"9"
33,71,522,digit,"7"
33,71,510,digit,"5"
33,71,497,digit,"8"
33,71,485,digit,"9"
33,71,473,digit,"6"
33,71,461,digit,"0"
33,71,449,digit,"9"
33,71,437,digit,"2"
33,71,425,digit,"1"
33,71,413,digit,"3"
33,71,401,digit,"4"
33,71,388,digit,"1"
33,71,376,digit,"5"
33,71,364,digit,"8"
33,71,352,digit,"9"
33,71,340,digit,"9"
33,71,328,digit,"5"
33,71,316,digit,"8"
33,71,304,digit,"0"
33,71,291,digit,"2"
33,71,279,digit,"3"
33,71,267,digit,"1"
33,71,255,digit,"0"
33,71,243,digit,"0"
33,71,231,digit,"6"
33,71,219,digit,"8"
33,71,207,digit,"0"
33,71,194,digit,"7"
33,71,182,digit,"7"
33,71,170,digit,"4"
33,71,158,digit,"0"
33,71,146,digit,"6"
33,71,134,digit,"2"
33,71,122,digit,"0"
33,71,110,digit,"0"
33,71,98,digit,"1"
33,71,85,digit,"6"
33,71,73,digit,"5"
33,71,61,digit,"6"
33,71,49,digit,"6"
33,87,679,digit,"1"
33,87,667,digit,"7"
33,87,655,digit,"9"
33,87,643,digit,"8"
33,87,631,digit,"9"
33,87,619,digit,"2"
33,87,607,digit,"8"
33,87,594,digit,"5"
33,87,582,digit,"4"
33,87,570,digit,"1"
33,87,558,digit,"3"
33,87,546,digit,"1"
33,87,534,digit,"1"
33,87,522,digit,"6"
33,87,510,digit,"8"
33,87,497,digit,"4"
33,87,485,digit,"5"
33,87,473,digit,"3"
33,87,461,digit,"9"
33,87,449,digit,"6"
33,87,437,digit,"7"
33,87,425,digit,"1"
33,87,413,digit,"5"
33,87,401,digit,"3"
33,87,388,digit,"1"
33,87,376,digit,"3"
33,87,364,digit,"0"
33,87,352,digit,"2"
33,87,340,digit,"9"
33,87,328,digit,"2"
33,87,316,digit,"5"
33,87,304,digit,"4"
33,87,291,digit,"6"
33,87,279,digit,"1"
33,87,267,digit,"6"
33,87,255,digit,"1"
33,87,243,digit,"1"
33,87,231,digit,"7"
33,87,219,digit,"0"
33,87,207,digit,"2"
33,87,194,digit,"4"
33,87,182,digit,"4"
33,87,170,digit,"0"
33,87,158,digit,"2"
33,87,146,digit,"6"
33,87,134,digit,"9"
33,87,122,digit,"6"
33,87,110,digit,"8"
33,87,98,digit,"0"
33,87,85,digit,"6"
33,87,73,digit,"2"
33,87,61,digit,"2"
33,87,49,digit,"8"
33,104,679,digit,"6"
33,104,667,digit,"1"
33,104,655,digit,"7"
33,104,643,digit,"4"
33,104,631,digit,"4"
33,104,619,digit,"8"
33,104,607,digit,"7"
33,104,594,digit,"1"
33,104,582,digit,"2"
33,104,570,digit,"4"
33,104,558,digit,"0"
33,104,546,digit,"5"
33,104,534,digit,"0"
33,104,522,digit,"4"
33,104,510,digit,"7"
33,104,497,digit,"2"
33,104,485,digit,"2"
33,104,473,digit,"3"
33,104,461,digit,"2"
33,104,449,digit,"4"
33,104,437,digit,"7"
33,104,425,digit,"0"
33,104,413,digit,"6"
33,104,401,digit,"1"
33,104,388,digit,"3"
33,104,376,digit,"1"
33,104,364,digit,"8"
33,104,352,digit,"6"
33,104,340,digit,"8"
33,104,328,digit,"6"
33,104,316,digit,"5"
33,104,304,digit,"9"
33,104,291,digit,"6"
33,104,279,digit,"0"
33,104,267,digit,"3"
33,104,255,digit,"1"
33,104,243,digit,"0"
33,104,231,digit,"2"
33,104,219,digit,"2"
33,104,207,digit,"2"
33,104,194,digit,"9"
33,104,182,digit,"2"
33,104,170,digit,"3"
33,104,158,digit,"4"
33,104,146,digit,"9"
33,104,134,digit,"0"
33,104,122,digit,"0"
33,104,110,digit,"8"
33,104,98,digit,"0"
33,104,85,digit,"4"
33,104,73,digit,"6"
33,104,61,digit,"8"
33,104,49,digit,"5"
33,120,679,digit,"9"
33,120,667,digit,"5"
33,120,655,digit,"5"
33,120,643,digit,"4"
33,120,631,digit,"7"
33,120,619,digit,"5"
33,120,607,digit,"4"
33,120,594,digit,"7"
33,120,582,digit,"2"
33,120,570,digit,"8"
33,120,558,digit,"2"
33,120,546,digit,"5"
33,120,534,digit,"8"
33,120,522,digit,"7"
33,120,510,digit,"6"
33,120,497,digit,"9"
33,120,485,digit,"5"
33,120,473,digit,"8"
33,120,461,digit,"3"
33,120,449,digit,"2"
33,120,437,digit,"7"
33,120,425,digit,"4"
33,120,413,digit,"1"
33,120,401,digit,"3"
33,120,388,digit,"4"
33,120,376,digit,"6"
33,120,364,digit,"9"
33,120,352,digit,"1"
33,120,340,digit,"5"
33,120,328,digit,"0"
33,120,316,digit,"0"
33,120,304,digit,"8"
33,120,291,digit,"3"
33,120,279,digit,"2"
33,120,267,digit,"3"
33,120,255,digit,"4"
33,120,243,digit,"2"
33,120,231,digit,"4"
33,120,219,digit,"2"
33,120,207,digit,"2"
33,120,194,digit,"6"
33,120,182,digit,"3"
33,120,170,digit,"4"
33,120,158,digit,"8"
33,120,146,digit,"6"
33,120,134,digit,"0"
33,120,122,digit,"2"
33,120,110,digit,"9"
33,120,98,digit,"9"
33,120,85,digit,"3"
33,120,73,digit,"3"
33,120,61,digit,"9"
33,120,49,digit,"6"
33,137,679,digit,"0"
33,137,667,digit,"7"
33,137,655,digit,"7"
33,137,643,digit,"2"
33,137,631,digit,"0"
33,137,619,digit,"0"
33,137,606,digit,"3"
33,137,594,digit,"5"
33,137,582,digit,"1"
33,137,570,digit,"7"
33,137,558,digit,"8"
33,137,546,digit,"8"
33,137,534,digit,"7"
33,137,522,digit,"5"
33,137,509,digit,"0"
33,137,497,digit,"2"
33,137,485,digit,"2"
33,137,473,digit,"2"
33,137,461,digit,"7"
33,137,449,digit,"4"
33,137,437,digit,"8"
33,137,425,digit,"3"
33,137,413,digit,"8"
33,137,400,digit,"1"
33,137,388,digit,"1"
33,137,376,digit,"9"
33,137,364,digit,"4"
33,137,352,digit,"5"
33,137,340,digit,"5"
33,137,328,digit,"4"
33,137,316,digit,"2"
33,137,303,digit,"2"
33,137,291,digit,"2"
33,137,279,digit,"7"
33,137,267,digit,"0"
33,137,255,digit,"7"
33,137,243,digit,"3"
33,137,231,digit,"3"
33,137,219,digit,"3"
33,137,206,digit,"6"
33,137,194,digit,"8"
33,137,182,digit,"5"
33,137,170,digit,"3"
33,137,158,digit,"3"
33,137,146,digit,"1"
33,137,134,digit,"1"
33,137,122,digit,"3"
33,137,110,digit,"6"
33,137,97,digit,"8"
33,137,85,digit,"9"
33,137,73,digit,"0"
33,137,61,digit,"0"
33,137,49,digit,"1"
33,197,679,date,"10/01/18"
33,197,667,date,"09/30/18"
33,197,655,date,"09/30/18"
33,197,643,date,"09/29/18"
33,197,631,date,"09/29/18"
33,197,619,date,"09/28/18"
33,197,607,date,"09/28/18"
33,197,594,date,"09/27/18"
33,197,582,date,"09/27/18"
33,197,570,date,"09/26/18"
33,197,558,date,"09/26/18"
33,197,546,date,"09/25/18"
33,197,534,date,"09/25/18"
33,197,522,date,"09/24/18"
33,197,510,date,"09/24/18"
33,197,497,date,"09/23/18"
33,197,485,date,"09/23/18"
33,197,473,date,"09/22/18"
33,197,461,date,"09/22/18"
33,197,449,date,"09/21/18"
33,197,437,date,"09/21/18"
33,197,425,date,"09/20/18"
33,197,413,date,"09/20/18"
33,197,401,date,"09/19/18"
33,197,388,date,"09/19/18"
33,197,376,date,"09/18/18"
33,197,364,date,"09/18/18"
33,197,352,date,"09/17/18"
33,197,340,date,"09/17/18"
33,197,328,date,"09/16/18"
33,197,316,date,"09/16/18"
33,197,304,date,"09/15/18"
33,197,291,date,"09/15/18"
33,197,279,date,"09/14/18"
33,197,267,date,"09/14/18"
33,197,255,date,"09/13/18"
33,197,243,date,"09/13/18"
33,197,231,date,"09/12/18"
33,197,219,date,"09/12/18"
33,197,207,date,"09/11/18"
33,197,194,date,"09/11/18"
33,197,182,date,"09/10/18"
33,197,170,date,"09/10/18"
33,197,158,date,"09/09/18"
33,197,146,date,"09/09/18"
33,197,134,date,"09/08/18"
33,197,122,date,"09/08/18"
33,197,110,date,"09/07/18"
33,197,98,date,"09/07/18"
33,197,85,date,"09/06/18"
33,197,73,date,"09/06/18"
33,197,61,date,"09/05/18"
33,197,49,date,"09/05/18"
33,239,679,session,"M"
33,239,655,session,"M"
33,239,631,session,"M"
33,239,607,session,"M"
33,239,582,session,"M"
33,239,558,session,"M"
33,239,534,session,"M"
33,239,510,session,"M"
33,239,485,session,"M"
33,239,461,session,"M"
33,239,437,session,"M"
33,239,413,session,"M"
33,239,388,session,"M"
33,239,364,session,"M"
33,239,340,session,"M"
33,239,316,session,"M"
33,239,291,session,"M"
33,239,267,session,"M"
33,239,243,session,"M"
33,239,219,session,"M"
33,239,194,session,"M"
33,239,170,session,"M"
33,239,146,session,"M"
33,239,122,session,"M"
33,239,97,session,"M"
33,239,73,session,"M"
33,239,49,session,"M"
33,241,667,session,"E"
33,241,643,session,"E"
33,241,619,session,"E"
33,241,594,session,"E"
33,241,570,session,"E"
33,241,546,session,"E"
33,241,522,session,"E"
33,241,497,session,"E"
33,241,473,session,"E"
33,241,449,session,"E"
33,241,425,session,"E"
33,241,400,session,"E"
33,241,376,session,"E"
33,241,352,session,"E"
33,241,328,session,"E"
33,241,304,session,"E"
33,241,279,session,"E"
33,241,255,session,"E"
33,241,231,session,"E"
33,241,207,session,"E"
33,241,182,session,"E"
33,241,158,session,"E"
33,241,134,session,"E"
33,241,110,session,"E"
33,241,85,session,"E"
33,241,61,session,"E"
33,254,679,digit,"2"
33,254,667,digit,"5"
33,254,655,digit,"2"
33,254,643,digit,"9"
33,254,631,digit,"9"
33,254,619,digit,"2"
33,254,607,digit,"7"
33,254,594,digit,"8"
33,254,582,digit,"9"
33,254,570,digit,"2"
33,254,558,digit,"0"
33,254,546,digit,"5"
33,254,534,digit,"5"
33,254,522,digit,"5"
33,254,510,digit,"6"
33,254,497,digit,"1"
33,254,485,digit,"5"
33,254,473,digit,"7"
33,254,461,digit,"6"
33,254,449,digit,"8"
33,254,437,digit,"5"
33,254,425,digit,"6"
33,254,413,digit,"6"
33,254,401,digit,"0"
33,254,388,digit,"2"
33,254,376,digit,"3"
33,254,364,digit,"4"
33,254,352,digit,"9"
33,254,340,digit,"2"
33,254,328,digit,"0"
33,254,316,digit,"1"
33,254,304,digit,"9"
33,254,291,digit,"3"
33,254,279,digit,"3"
33,254,267,digit,"4"
33,254,255,digit,"6"
33,254,243,digit,"9"
33,254,231,digit,"1"
33,254,219,digit,"8"
33,254,207,digit,"3"
33,254,194,digit,"0"
33,254,182,digit,"5"
33,254,170,digit,"8"
33,254,158,digit,"2"
33,254,146,digit,"5"
33,254,134,digit,"1"
33,254,122,digit,"9"
33,254,110,digit,"2"
33,254,98,digit,"8"
33,254,85,digit,"7"
33,254,73,digit,"2"
33,254,61,digit,"3"
33,254,49,digit,"9"
33,270,679,digit,"7"
33,270,667,digit,"8"
33,270,655,digit,"1"
33,270,643,digit,"3"
33,270,631,digit,"5"
33,270,619,digit,"1"
33,270,607,digit,"9"
33,270,594,digit,"5"
33,270,582,digit,"4"
33,270,570,digit,"1"
33,270,558,digit,"4"
33,270,546,digit,"9"
33,270,534,digit,"3"
33,270,522,digit,"4"
33,270,510,digit,"3"
33,270,497,digit,"8"
33,270,485,digit,"7"
33,270,473,digit,"9"
33,270,461,digit,"3"
33,270,449,digit,"3"
33,270,437,digit,"9"
33,270,425,digit,"3"
33,270,413,digit,"6"
33,270,401,digit,"1"
33,270,388,digit,"6"
33,270,376,digit,"7"
33,270,364,digit,"1"
33,270,352,digit,"6"
33,270,340,digit,"8"
33,270,328,digit,"8"
33,270,316,digit,"8"
33,270,304,digit,"5"
33,270,291,digit,"3"
33,270,279,digit,"4"
33,270,267,digit,"9"
33,270,255,digit,"9"
33,270,243,digit,"7"
33,270,231,digit,"5"
33,270,219,digit,"2"
33,270,207,digit,"3"
33,270,194,digit,"1"
33,270,182,digit,"4"
33,270,170,digit,"7"
33,270,158,digit,"9"
33,270,146,digit,"4"
33,270,134,digit,"4"
33,270,122,digit,"3"
33,270,110,digit,"4"
33,270,98,digit,"6"
33,270,85,digit,"7"
33,270,73,digit,"8"
33,270,61,digit,"8"
33,270,49,digit,"4"
33,287,679,digit,"4"
33,287,667,digit,"8"
33,287,655,digit,"3"
33,287,643,digit,"5"
33,287,631,digit,"9"
33,287,619,digit,"1"
33,287,607,digit,"1"
33,287,594,digit,"4"
33,287,582,digit,"7"
33,287,570,digit,"3"
33,287,558,digit,"3"
33,287,546,digit,"4"
33,287,534,digit,"3"
33,287,522,digit,"0"
33,287,510,digit,"2"
33,287,497,digit,"9"
33,287,485,digit,"5"
33,287,473,digit,"2"
33,287,461,digit,"2"
33,287,449,digit,"3"
33,287,437,digit,"0"
33,287,425,digit,"7"
33,287,413,digit,"3"
33,287,401,digit,"2"
33,287,388,digit,"9"
33,287,376,digit,"0"
33,287,364,digit,"9"
33,287,352,digit,"9"
33,287,340,digit,"4"
33,287,328,digit,"6"
33,287,316,digit,"6"
33,287,304,digit,"1"
33,287,291,digit,"7"
33,287,279,digit,"4"
33,287,267,digit,"7"
33,287,255,digit,"2"
33,287,243,digit,"3"
33,287,231,digit,"5"
33,287,219,digit,"7"
33,287,207,digit,"0"
33,287,194,digit,"9"
33,287,182,digit,"6"
33,287,170,digit,"0"
33,287,158,digit,"1"
33,287,146,digit,"3"
33,287,134,digit,"4"
33,287,122,digit,"1"
33,287,110,digit,"5"
33,287,98,digit,"3"
33,287,85,digit,"0"
33,287,73,digit,"8"
33,287,61,digit,"5"
33,287,49,digit,"0"
33,303,679,digit,"7"
33,303,667,digit,"0"
33,303,655,digit,"4"
33,303,643,digit,"4"
33,303,631,digit,"6"
33,303,619,digit,"0"
33,303,607,digit,"5"
33,303,594,digit,"4"
33,303,582,digit,"9"
33,303,570,digit,"9"
33,303,558,digit,"5"
33,303,546,digit,"8"
33,303,534,digit,"4"
33,303,522,digit,"6"
33,303,510,digit,"2"
33,303,497,digit,"1"
33,303,485,digit,"1"
33,303,473,digit,"1"
33,303,461,digit,"0"
33,303,449,digit,"1"
33,303,437,digit,"0"
33,303,425,digit,"0"
33,303,413,digit,"2"
33,303,401,digit,"8"
33,303,388,digit,"4"
33,303,376,digit,"5"
33,303,364,digit,"5"
33,303,352,digit,"2"
33,303,340,digit,"3"
33,303,328,digit,"2"
33,303,316,digit,"8"
33,303,304,digit,"2"
33,303,291,digit,"0"
33,303,279,digit,"2"
33,303,267,digit,"0"
33,303,255,digit,"4"
33,303,243,digit,"2"
33,303,231,digit,"6"
33,303,219,digit,"1"
33,303,207,digit,"8"
33,303,194,digit,"2"
33,303,182,digit,"0"
33,303,170,digit,"9"
33,303,158,digit,"3"
33,303,146,digit,"7"
33,303,134,digit,"0"
33,303,122,digit,"8"
33,303,110,digit,"6"
33,303,98,digit,"6"
33,303,85,digit,"4"
33,303,73,digit,"3"
33,303,61,digit,"1"
33,303,49,digit,"0"
33,320,679,digit,"5"
33,320,667,digit,"6"
33,320,655,digit,"9"
33,320,643,digit,"8"
33,320,631,digit,"5"
33,320,619,digit,"8"
33,320,606,digit,"5"
33,320,594,digit,"4"
33,320,582,digit,"6"
33,320,570,digit,"5"
33,320,558,digit,"4"
33,320,546,digit,"1"
33,320,534,digit,"8"
33,320,522,digit,"4"
33,320,509,digit,"1"
33,320,497,digit,"2"
33,320,485,digit,"9"
33,320,473,digit,"6"
33,320,461,digit,"7"
33,320,449,digit,"0"
33,320,437,digit,"0"
33,320,425,digit,"2"
33,320,413,digit,"7"
33,320,400,digit,"7"
33,320,388,digit,"5"
33,320,376,digit,"4"
33,320,364,digit,"3"
33,320,352,digit,"1"
33,320,340,digit,"1"
33,320,328,digit,"4"
33,320,316,digit,"7"
33,320,303,digit,"3"
33,320,291,digit,"5"
33,320,279,digit,"1"
33,320,267,digit,"3"
33,320,255,digit,"2"
33,320,243,digit,"8"
33,320,231,digit,"0"
33,320,219,digit,"2"
33,320,206,digit,"4"
33,320,194,digit,"3"
33,320,182,digit,"4"
33,320,170,digit,"4"
33,320,158,digit,"8"
33,320,146,digit,"1"
33,320,134,digit,"1"
33,320,122,digit,"0"
33,320,110,digit,"5"
33,320,97,digit,"2"
33,320,85,digit,"8"
33,320,73,digit,"8"
33,320,61,digit,"0"
33,320,49,digit,"2"
33,380,679,date,"09/04/18"
33,380,667,date,"09/04/18"
33,380,655,date,"09/03/18"
33,380,643,date,"09/03/18"
33,380,631,date,"09/02/18"
33,380,619,date,"09/02/18"
33,380,607,date,"09/01/18"
33,380,594,date,"09/01/18"
33,380,582,date,"08/31/18"
33,380,570,date,"08/31/18"
33,380,558,date,"08/30/18"
33,380,546,date,"08/30/18"
33,380,534,date,"08/29/18"
33,380,522,date,"08/29/18"
33,380,510,date,"08/28/18"
33,380,497,date,"08/28/18"
33,380,485,date,"08/27/18"
33,380,473,date,"08/27/18"
33,380,461,date,"08/26/18"
33,380,449,date,"08/26/18"
